,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
588,125.71,7.0778,08/02/2018,"Thu - Feb 8, 2018",3:00:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,03:00 - 03:59,Thursday,51.207,8679.370117,8679.370117,8601.530273,8645.080078,8645.080078,0
589,125.81700000000001,7.392639999999999,02/03/2018,"Fri - Mar 2, 2018",20:00:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,20:00 - 20:59,Friday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
590,125.81200000000001,7.448919999999999,02/03/2018,"Fri - Mar 2, 2018",18:15:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,18:00 - 18:59,Friday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
591,125.80799999999999,7.449089999999999,03/03/2018,"Sat - Mar 3, 2018",15:05:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,15:00 - 15:59,Saturday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
592,125.682,7.3000300000000005,03/03/2018,"Sat - Mar 3, 2018",20:15:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,20:00 - 20:59,Saturday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
593,125.70200000000001,7.301880000000001,04/03/2018,"Sun - Mar 4, 2018",3:00:00,ROBBERY,San Vicente,Panabo City,Destroying Window,03:00 - 03:59,Sunday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
594,125.801,7.42888,03/03/2018,"Sat - Mar 3, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,18:00 - 18:59,Saturday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
595,125.705,7.32215,04/03/2018,"Sun - Mar 4, 2018",14:00:00,PHYSICAL INJURIES,San Vicente,Panabo City,Hacking,14:00 - 14:59,Sunday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
596,125.806,7.45858,05/03/2018,"Mon - Mar 5, 2018",18:20:00,THEFT,Magugpo West,Tagum City,Bag Snatching,18:00 - 18:59,Monday,51.864,8434.669922,8449.820313,8350.530273,8386.169922,8386.169922,0
597,125.806,7.44827,05/03/2018,"Mon - Mar 5, 2018",20:00:00,THEFT,Magugpo Poblacion,Tagum City,Qualified Theft,20:00 - 20:59,Monday,51.864,8434.669922,8449.820313,8350.530273,8386.169922,8386.169922,0
598,125.806,7.44875,06/03/2018,"Tue - Mar 6, 2018",9:40:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,09:00 - 09:59,Tuesday,51.943000000000005,8388.019531,8411.759766,8344.839844,8360.219727,8360.219727,0
599,125.819,7.4335,06/03/2018,"Tue - Mar 6, 2018",16:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,16:00 - 16:59,Tuesday,51.943000000000005,8388.019531,8411.759766,8344.839844,8360.219727,8360.219727,0
600,125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,ROBBERY,Santo Niño (Pob.),Panabo City, in an Uninhabited Place and by a Band,17:00 - 17:59,Sunday,52.015,8414.94043,8458.570313,8337.69043,8458.570313,8458.570313,83800
601,125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,16:00 - 16:59,Tuesday,51.943000000000005,8388.019531,8411.759766,8344.839844,8360.219727,8360.219727,0
602,125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,17:00 - 17:59,Thursday,52.07,8471.219727,8503.679688,8429.75,8465.769531,8465.769531,0
603,125.705,7.076980000000001,07/03/2018,"Wed - Mar 7, 2018",22:30:00,THEFT,Peñaplata (Pob.),Samal City,Pick-Pocketing,22:00 - 22:59,Wednesday,51.926,8373.620117,8404.69043,8333.110352,8404.69043,8404.69043,0
604,125.749,7.125210000000001,09/03/2018,"Fri - Mar 9, 2018",0:00:00,PHYSICAL INJURIES,San Antonio,Samal City,Stabbing/Hacking,00:00 - 00:59,Friday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
605,125.749,7.125889999999999,09/03/2018,"Fri - Mar 9, 2018",0:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,00:00 - 00:59,Friday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
606,125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,"Force, Threat and Intimidation",17:00 - 17:59,Wednesday,51.926,8373.620117,8404.69043,8333.110352,8404.69043,8404.69043,0
607,125.73700000000001,7.0418199999999995,09/03/2018,"Fri - Mar 9, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,"Force, Threat and Intimidation",18:00 - 18:59,Friday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
608,125.804,7.461119999999999,09/03/2018,"Fri - Mar 9, 2018",20:30:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,20:00 - 20:59,Friday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
609,125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,MURDER,Visayan Village,Tagum City,Shooting,19:00 - 19:59,Friday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
610,125.67299999999999,7.283639999999999,11/03/2018,"Sun - Mar 11, 2018",1:00:00,MURDER,J.P. Laurel,Panabo City,Shooting,01:00 - 01:59,Sunday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
611,125.77799999999999,6.940869999999999,10/03/2018,"Sat - Mar 10, 2018",17:50:00,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,Hitting With Hard Object,17:00 - 17:59,Saturday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
612,125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,ROBBERY,Visayan Village,Tagum City,Bag/Purse Snatching,13:00 - 13:59,Saturday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
613,125.80799999999999,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,09:00 - 09:59,Sunday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
614,125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,ROBBERY,New Visayas,Panabo City,Agaw-Armas,02:00 - 02:59,Sunday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
615,125.809,7.4375800000000005,11/03/2018,"Sun - Mar 11, 2018",19:30:00,THEFT,Visayan Village,Tagum City,Bag Snatching,19:00 - 19:59,Sunday,52.016000000000005,8401.330078,8409.75,8367.629883,8372.509766,8372.509766,97800
616,125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,MURDER,Apokon,Tagum City,Shooting,07:00 - 07:59,Monday,52.093999999999994,8442.25,8484.650391,8425.929688,8453.5,8453.5,132000
617,125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),17:00 - 17:59,Monday,52.093999999999994,8442.25,8484.650391,8425.929688,8453.5,8453.5,132000
618,125.79899999999999,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,20:00 - 20:59,Monday,52.093999999999994,8442.25,8484.650391,8425.929688,8453.5,8453.5,132000
619,125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,22:00 - 22:59,Monday,52.093999999999994,8442.25,8484.650391,8425.929688,8453.5,8453.5,132000
620,125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),02:00 - 02:59,Tuesday,52.008,8454.089844,8462.25,8397.959961,8419.570313,8419.570313,93100
621,125.79899999999999,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hitting With Hard Object,18:00 - 18:59,Wednesday,52.038000000000004,8430.030273,8430.030273,8284.759766,8348.740234,8348.740234,98200
622,125.8,7.459969999999999,15/03/2018,"Thu - Mar 15, 2018",0:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,00:00 - 00:59,Thursday,52.056000000000004,8322.099609,8326.009766,8190.009765999999,8190.009765999999,8190.009765999999,107600
623,125.69200000000001,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,THEFT,Miranda (Pob.),Samal City,Not Indicated,22:00 - 22:59,Tuesday,52.008,8454.089844,8462.25,8397.959961,8419.570313,8419.570313,93100
624,125.78399999999999,7.456410000000001,16/03/2018,"Fri - Mar 16, 2018",8:40:00,MURDER,Mankilam,Tagum City,Shooting,08:00 - 08:59,Friday,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
625,125.80799999999999,7.4451600000000004,16/03/2018,"Fri - Mar 16, 2018",17:45:00,THEFT,Visayan Village,Tagum City,Shoplifting,17:00 - 17:59,Friday,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
626,125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,22:00 - 22:59,Friday,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
627,125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,01:00 - 01:59,Saturday,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
628,125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hacking,04:00 - 04:59,Sunday,52.073,8200.139648,8258.089844,8156.189941,8238.150391,8238.150391,280800
629,125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Tuesday,52.041000000000004,8180.25,8180.25,8015.490234000001,8059.600098000001,8059.600098000001,130700
630,125.772,7.441730000000001,21/03/2018,"Wed - Mar 21, 2018",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Wednesday,52.111999999999995,8097.589844,8097.589844,7909.069823999999,7909.069823999999,7909.069823999999,152900
631,125.79899999999999,7.435389999999999,20/03/2018,"Tue - Mar 20, 2018",23:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,23:00 - 23:59,Tuesday,52.041000000000004,8180.25,8180.25,8015.490234000001,8059.600098000001,8059.600098000001,130700
632,125.79799999999999,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,21:00 - 21:59,Tuesday,52.041000000000004,8180.25,8180.25,8015.490234000001,8059.600098000001,8059.600098000001,130700
633,125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,Gang/Party,23:00 - 23:59,Monday,52.001999999999995,8236.540039,8240.129883,8169.0,8235.540039,8235.540039,148100
634,125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Tuesday,52.041000000000004,8180.25,8180.25,8015.490234000001,8059.600098000001,8059.600098000001,130700
635,125.59,7.305619999999999,22/03/2018,"Thu - Mar 22, 2018",8:15:00,Drug Related Incident (RA 9165),Kauswagan,Panabo City,Not Indicated,08:00 - 08:59,Thursday,52.076,7934.830078,8124.450195,7928.75,8124.450195,8124.450195,126600
636,125.80799999999999,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,20:00 - 20:59,Friday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
637,125.78,7.392010000000001,23/03/2018,"Fri - Mar 23, 2018",23:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,23:00 - 23:59,Friday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
638,125.77799999999999,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,12:00 - 12:59,Saturday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
639,125.67299999999999,7.2854600000000005,25/03/2018,"Sun - Mar 25, 2018",21:30:00,THEFT,J.P. Laurel,Panabo City,Pick-Pocketing,21:00 - 21:59,Sunday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
640,125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,Vehicular Traffic Accident,Cuambogan,Tagum City,Not Indicated,22:00 - 22:59,Sunday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
641,125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,18:00 - 18:59,Sunday,52.158,7980.660156,7980.660156,7923.649901999999,7970.799805,7970.799805,102000
642,125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,02:00 - 02:59,Monday,52.338,7948.049805,7949.609863,7834.109863,7932.379883,7932.379883,85100
643,125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,07:00 - 07:59,Monday,52.338,7948.049805,7949.609863,7834.109863,7932.379883,7932.379883,85100
644,125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,THEFT,Datu Abdul Dadia,Panabo City,Plain Theft,14:00 - 14:59,Tuesday,52.286,7947.209961,8047.029785,7947.209961,8047.029785,8047.029785,94700
645,125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Tuesday,52.286,7947.209961,8047.029785,7947.209961,8047.029785,8047.029785,94700
646,125.68700000000001,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Wednesday,52.207,8016.350098000001,8056.220215,7967.279785,7979.830078,7979.830078,118100
647,125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,ROBBERY,Gredu (Pob.),Panabo City,Breaking and Entering,05:00 - 05:59,Saturday,52.207,8016.350098000001,8056.220215,7967.279785,7979.830078,7979.830078,118100
648,125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,HOMICIDE,Kasilak,Panabo City,Stabbing/Hacking,16:00 - 16:59,Saturday,52.207,8016.350098000001,8056.220215,7967.279785,7979.830078,7979.830078,118100
649,125.711,7.071510000000001,01/04/2018,"Sun - Apr 1, 2018",14:05:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,14:00 - 14:59,Sunday,52.207,8016.350098000001,8056.220215,7967.279785,7979.830078,7979.830078,118100
650,125.795,7.477410000000001,02/04/2018,"Mon - Apr 2, 2018",3:30:00,MURDER,La Filipina,Tagum City,Shooting,03:00 - 03:59,Monday,52.25,7993.629883,8039.450195,7944.859863,8039.450195,8039.450195,60000
651,125.79299999999999,7.499689999999999,02/04/2018,"Mon - Apr 2, 2018",8:30:00,MURDER,Cuambogan,Tagum City,Shooting,08:00 - 08:59,Monday,52.25,7993.629883,8039.450195,7944.859863,8039.450195,8039.450195,60000
652,125.823,7.425330000000001,02/04/2018,"Mon - Apr 2, 2018",11:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,11:00 - 11:59,Monday,52.25,7993.629883,8039.450195,7944.859863,8039.450195,8039.450195,60000
653,125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Monday,52.25,7993.629883,8039.450195,7944.859863,8039.450195,8039.450195,60000
654,125.74600000000001,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,"Force, Threat and Intimidation",10:00 - 10:59,Monday,52.001999999999995,8236.540039,8240.129883,8169.0,8235.540039,8235.540039,148100
655,125.76700000000001,7.440010000000001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,MURDER,San Miguel (Camp 4),Tagum City,Clubbing,20:00 - 20:59,Tuesday,52.135,7976.330078,8071.680176000001,7976.330078,8048.720215,8048.720215,117400
656,125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,ROBBERY,Mankilam,Tagum City,Cellphone Snatching,08:00 - 08:59,Wednesday,52.026,8084.930176000001,8084.930176000001,7991.600098000001,7997.669922,7997.669922,83500
657,125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,00:00 - 00:59,Thursday,52.059,8035.640137,8043.660156,7988.370117,8022.160156,8022.160156,57700
658,125.76,7.377489999999999,04/04/2018,"Wed - Apr 4, 2018",9:11:00,MURDER,Bincungan,Tagum City,Stabbing/Hacking,09:00 - 09:59,Wednesday,52.026,8084.930176000001,8084.930176000001,7991.600098000001,7997.669922,7997.669922,83500
659,125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,ROBBERY,Pagsabangan,Tagum City,Hold-Up W/ Gun,03:00 - 03:59,Thursday,52.059,8035.640137,8043.660156,7988.370117,8022.160156,8022.160156,57700
660,125.786,7.49945,05/04/2018,"Thu - Apr 5, 2018",18:40:00,MURDER,Cuambogan,Tagum City,Shooting,18:00 - 18:59,Thursday,52.059,8035.640137,8043.660156,7988.370117,8022.160156,8022.160156,57700
661,125.79700000000001,7.4469899999999996,05/04/2018,"Thu - Apr 5, 2018",23:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,23:00 - 23:59,Thursday,52.059,8035.640137,8043.660156,7988.370117,8022.160156,8022.160156,57700
662,125.611,7.40207,06/04/2018,"Fri - Apr 6, 2018",15:10:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,15:00 - 15:59,Friday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
663,125.556,7.25335,06/04/2018,"Fri - Apr 6, 2018",16:25:00,HOMICIDE,Santa Cruz,Panabo City,Stabbing/Hacking,16:00 - 16:59,Friday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
664,125.686,7.306,07/04/2018,"Sat - Apr 7, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Saturday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
665,125.68,7.3007800000000005,07/04/2018,"Sat - Apr 7, 2018",19:43:00,MURDER,Gredu (Pob.),Panabo City,Shooting,19:00 - 19:59,Saturday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
666,125.79899999999999,7.44682,06/04/2018,"Fri - Apr 6, 2018",0:00:00,ROBBERY,Nueva Fuerza,Tagum City,Hold-Up W/ Gun,00:00 - 00:59,Friday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
667,125.79799999999999,7.423710000000001,06/04/2018,"Fri - Apr 6, 2018",19:20:00,MURDER,Visayan Village,Tagum City,Shooting,19:00 - 19:59,Friday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
668,125.803,7.45914,07/04/2018,"Sat - Apr 7, 2018",21:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,21:00 - 21:59,Saturday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
669,125.771,7.37907,08/04/2018,"Sun - Apr 8, 2018",3:19:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,03:00 - 03:59,Sunday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
670,125.80799999999999,7.418880000000001,08/04/2018,"Sun - Apr 8, 2018",3:00:00,THEFT,Canocotan,Tagum City,Plain Theft,03:00 - 03:59,Sunday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
671,125.819,7.43697,09/04/2018,"Mon - Apr 9, 2018",9:25:00,MURDER,Apokon,Tagum City,Shooting,09:00 - 09:59,Monday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
672,125.823,7.45631,10/04/2018,"Tue - Apr 10, 2018",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Tuesday,52.083999999999996,7946.450195,7984.640137,7890.310059,7934.680176000001,7934.680176000001,115900
673,125.78,7.461239999999999,09/04/2018,"Mon - Apr 9, 2018",13:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),13:00 - 13:59,Monday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
674,125.796,7.4336899999999995,08/04/2018,"Sun - Apr 8, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Sunday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
675,125.682,7.300610000000001,10/04/2018,"Tue - Apr 10, 2018",16:40:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,16:00 - 16:59,Tuesday,52.083999999999996,7946.450195,7984.640137,7890.310059,7934.680176000001,7934.680176000001,115900
676,125.679,7.121630000000001,11/04/2018,"Wed - Apr 11, 2018",7:15:00,THEFT,Kinawitnon,Samal City,Salisi (Cellphone),07:00 - 07:59,Wednesday,51.992,7958.330078,7990.97998,7930.660156,7943.930176000001,7943.930176000001,89900
677,125.76700000000001,7.40607,06/04/2018,"Fri - Apr 6, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),10:00 - 10:59,Friday,52.128,8018.77002,8047.700195,7901.790039,7945.660156,7945.660156,74400
678,125.802,7.45178,12/04/2018,"Thu - Apr 12, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,09:00 - 09:59,Thursday,51.935,7962.660156,8043.069823999999,7951.089844,8043.069823999999,8043.069823999999,83000
679,125.80799999999999,7.38007,12/04/2018,"Thu - Apr 12, 2018",20:45:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,20:00 - 20:59,Thursday,51.935,7962.660156,8043.069823999999,7951.089844,8043.069823999999,8043.069823999999,83000
680,125.802,7.44552,13/04/2018,"Fri - Apr 13, 2018",1:55:00,MURDER,Magugpo South,Tagum City,Shooting,01:00 - 01:59,Friday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
681,125.67200000000001,7.30605,13/04/2018,"Fri - Apr 13, 2018",16:00:00,PHYSICAL INJURIES,New Visayas,Panabo City,Mauling,16:00 - 16:59,Friday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
682,125.649,7.27893,14/04/2018,"Sat - Apr 14, 2018",20:00:00,MURDER,Upper Licanan,Panabo City,Shooting,20:00 - 20:59,Saturday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
683,125.79299999999999,7.500030000000001,15/04/2018,"Sun - Apr 15, 2018",2:00:00,ROBBERY,Cuambogan,Tagum City,With Violence Against or Intimidation of Persons,02:00 - 02:59,Sunday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
684,125.79899999999999,7.385339999999999,14/04/2018,"Sat - Apr 14, 2018",13:43:00,MURDER,Madaum,Tagum City,Shooting,13:00 - 13:59,Saturday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
685,125.814,7.451569999999999,14/04/2018,"Sat - Apr 14, 2018",16:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,16:00 - 16:59,Saturday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
686,125.809,7.37892,16/04/2018,"Mon - Apr 16, 2018",20:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,20:00 - 20:59,Monday,51.989,7928.990234000001,7928.990234000001,7845.470215,7870.25,7870.25,80900
687,125.751,7.09318,15/04/2018,"Sun - Apr 15, 2018",16:00:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,16:00 - 16:59,Sunday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
688,125.681,7.30036,17/04/2018,"Tue - Apr 17, 2018",11:15:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,11:00 - 11:59,Tuesday,52.027,7861.720215,7861.720215,7691.790039,7723.390137,7723.390137,124500
689,125.689,7.3178399999999995,03/04/2018,"Tue - Apr 3, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,"Force, Threat and Intimidation",12:00 - 12:59,Tuesday,52.135,7976.330078,8071.680176000001,7976.330078,8048.720215,8048.720215,117400
690,125.805,7.44727,15/04/2018,"Sun - Apr 15, 2018",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,03:00 - 03:59,Sunday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
691,125.816,7.45535,17/04/2018,"Tue - Apr 17, 2018",9:43:00,THEFT,Magugpo North,Tagum City,Salisi,09:00 - 09:59,Tuesday,52.027,7861.720215,7861.720215,7691.790039,7723.390137,7723.390137,124500
692,125.68299999999999,7.3090399999999995,19/04/2018,"Thu - Apr 19, 2018",3:30:00,MURDER,San Francisco (Pob.),Panabo City,Stabbing/Hacking,03:00 - 03:59,Thursday,52.097,7689.350098000001,7756.399901999999,7537.419922,7682.240234000001,7682.240234000001,294800
693,125.714,7.0783,18/04/2018,"Wed - Apr 18, 2018",9:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi (Others),09:00 - 09:59,Wednesday,52.071999999999996,7743.140137,7828.850098000001,7743.140137,7793.129883,7793.129883,121500
694,125.814,7.4455,19/04/2018,"Thu - Apr 19, 2018",2:35:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,02:00 - 02:59,Thursday,52.097,7689.350098000001,7756.399901999999,7537.419922,7682.240234000001,7682.240234000001,294800
695,125.79799999999999,7.46024,19/04/2018,"Thu - Apr 19, 2018",4:27:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Thursday,52.097,7689.350098000001,7756.399901999999,7537.419922,7682.240234000001,7682.240234000001,294800
