,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,1_nearest_feature,1_nearest_feature_distance,2_nearest_feature,2_nearest_feature_distance,3_nearest_feature,3_nearest_feature_distance,4_nearest_feature,4_nearest_feature_distance,5_nearest_feature,5_nearest_feature_distance
293,125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Tuesday,Highway,10,Highway Pedestrian,10,Marketplace,10,Highway Residential,70,Highway Secondary,80
294,125.801,7.476780000000001,01/11/2017,"Wed - Nov 1, 2017",16:00:00,THEFT,La Filipina,Tagum City,Salisi,16:00 - 16:59,Wednesday,Cemetery,0,Highway Pedestrian,30,Highway Residential,30,Residential Building,60,,
295,125.684,7.3087100000000005,01/11/2017,"Wed - Nov 1, 2017",15:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00 - 15:59,Wednesday,Highway,10,Highway Primary,10,Highway Tertiary,20,Commercial Building,30,School,40
296,125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,THEFT,J.P. Laurel,Panabo City,Salisi,17:00 - 17:59,Wednesday,Highway,20,Commercial Building,140,Highway Tertiary,150,Highway Residential,190,,
297,125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Shooting,00:00 - 00:59,Thursday,Bar,60,Highway Residential,60,Highway Tertiary,60,School,70,Church,80
298,125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,03:00 - 03:59,Thursday,Highway Primary,20,Hotel,30,Residential Building,80,Highway Tertiary,90,Restaurant,90
299,125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Thursday,Highway Tertiary,40,Highway Residential,50,Highway Primary,60,Residential Building,80,School,100
300,125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,09:00 - 09:59,Thursday,Highway,40,Highway Residential,40,Marketplace,60,Highway Pedestrian,70,Transport Terminal,90
301,125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,03:00 - 03:59,Thursday,School,10,Highway Residential,30,Highway Tertiary,30,Hotel,190,Residential Building,190
302,125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,06:00 - 06:59,Thursday,Commercial Building,10,Highway Residential,20,Highway Tertiary,50,Highway Primary,90,Residential Building,130
303,125.816,7.451919999999999,02/11/2017,"Thu - Nov 2, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),11:00 - 11:59,Thursday,Highway Residential,10,Commercial Building,50,Hotel,60,Highway Tertiary,80,Parking Area,150
304,125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,19:00 - 19:59,Saturday,Commercial Building,30,Mall,30,Gas Station,50,Highway Tertiary,50,Highway Residential,60
305,125.79899999999999,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,THEFT,Magugpo South,Tagum City,Salisi,04:00 - 04:59,Saturday,Highway Residential,30,Highway,50,Highway Tertiary,50,Church,130,Residential Building,170
306,125.78399999999999,7.458310000000001,05/11/2017,"Sun - Nov 5, 2017",1:30:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),01:00 - 01:59,Sunday,Government Office,0,Highway Secondary,10,Highway Residential,20,Highway Pedestrian,70,Commercial Building,180
307,125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,THEFT,Apokon,Tagum City,Plain Theft,13:00 - 13:59,Sunday,Commercial Building,20,Mall,20,Government Office,50,Highway Residential,70,Highway Pedestrian,100
308,125.79899999999999,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,THEFT,Magugpo West,Tagum City,Salisi,00:00 - 00:59,Sunday,Highway Pedestrian,10,Highway,20,Commercial Building,40,Bank,50,Transport Terminal,50
309,125.68299999999999,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,21:00 - 21:59,Sunday,Commercial Building,10,Highway,10,Highway Pedestrian,10,Highway Tertiary,30,School,60
310,125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,PHYSICAL INJURIES,Magdum,Tagum City,Mauling,23:00 - 23:59,Sunday,Highway,40,Police Station,110,,,,,,
311,125.73100000000001,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,PHYSICAL INJURIES,San Remigio,Samal City,Shooting,02:00 - 02:59,Monday,Highway,40,Commercial Building,800,Highway Tertiary,800,Residential Building,800,Highway Residential,900
312,125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,02:00 - 02:59,Tuesday,Park,0,Commercial Building,20,Highway Residential,20,Parking Area,40,Highway Pedestrian,50
313,125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Tuesday,Highway Residential,20,Highway Tertiary,50,School,60,Residential Building,80,,
314,125.822,7.434010000000001,07/11/2017,"Tue - Nov 7, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Tuesday,Residential Building,40,Highway Tertiary,50,Highway Residential,60,Hotel,140,Restaurant,150
315,125.803,7.4313899999999995,08/11/2017,"Wed - Nov 8, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Wednesday,Highway Residential,50,Residential Building,100,Commercial Building,140,,,,
316,125.807,7.449389999999999,08/11/2017,"Wed - Nov 8, 2017",14:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,14:00 - 14:59,Wednesday,Bank,50,Highway Residential,50,Highway Tertiary,50,Mall,50,Park,50
317,125.807,7.4501800000000005,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Thursday,Park,0,Commercial Building,10,Highway Residential,20,Highway Pedestrian,40,Parking Area,40
318,125.79700000000001,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,03:00 - 03:59,Thursday,Residential Building,0,Highway Residential,20,Commercial Building,300,Greenfield,300,Hotel,300
319,125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,23:00 - 23:59,Thursday,Highway,10,Highway Pedestrian,10,Highway Tertiary,20,Gas Station,50,Bank,60
320,125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,01:00 - 01:59,Friday,Park,0,Commercial Building,10,Highway Residential,20,Parking Area,20,Highway Pedestrian,30
321,125.81200000000001,7.438039999999999,10/11/2017,"Fri - Nov 10, 2017",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),04:00 - 04:59,Friday,Highway Residential,10,School,50,Residential Building,60,Highway Tertiary,190,,
322,125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,14:00 - 14:59,Saturday,Commercial Building,30,Mall,30,Gas Station,50,Highway Tertiary,50,Highway Residential,60
323,125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,MURDER,Gredu (Pob.),Panabo City,Shooting,19:00 - 19:59,Saturday,Highway,10,Commercial Building,20,Church,40,School,40,Government Office,50
324,125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stoning,03:00 - 03:59,Sunday,Highway Residential,30,Highway Secondary,50,Commercial Building,110,Parking Area,110,Highway Tertiary,130
325,125.825,7.422160000000001,12/11/2017,"Sun - Nov 12, 2017",21:45:00,THEFT,Apokon,Tagum City,Salisi,21:00 - 21:59,Sunday,Highway Residential,10,Community Center,180,Highway Pedestrian,200,Residential Building,200,,
326,125.80799999999999,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),21:00 - 21:59,Sunday,Commercial Building,20,Gas Station,40,Highway Primary,40,Highway Tertiary,40,Hotel,40
327,125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Sunday,Highway Residential,30,Commercial Building,40,Highway Secondary,50,Hotel,70,Parking Area,170
328,125.79799999999999,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,Grave Abuse of Authority,14:00 - 14:59,Sunday,Highway Residential,10,School,30,Commercial Building,110,Church,170,,
329,125.79899999999999,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,10:00 - 10:59,Sunday,Commercial Building,30,Highway Residential,40,Highway,70,Church,90,School,100
330,125.772,7.441560000000001,13/11/2017,"Mon - Nov 13, 2017",1:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Monday,Highway Residential,10,Tourist Attraction,130,Highway Secondary,150,School,300,Highway,400
331,125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,02:00 - 02:59,Monday,Private Office,20,Highway Tertiary,40,Park,70,Greenfield,80,School,80
332,125.74600000000001,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,PHYSICAL INJURIES,Libertad,Samal City,Shooting,15:00 - 15:59,Monday,Highway,60,Highway Secondary,300,School,300,Convenience Store,400,Highway Tertiary,400
333,125.59899999999999,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,MURDER,Kauswagan,Panabo City,Shooting,15:00 - 15:59,Monday,Commercial Building,140,Highway Tertiary,300,Highway,600,Road,800,Highway Pedestrian,900
334,125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",17:00 - 17:59,Monday,Highway Residential,90,Road,600,Highway,700,Highway Tertiary,800,Highway Pedestrian,1100
335,125.804,7.4584600000000005,14/11/2017,"Tue - Nov 14, 2017",4:49:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,04:00 - 04:59,Tuesday,Highway Residential,10,Commercial Building,130,Hotel,130,Highway Secondary,160,,
336,125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Wednesday,Hotel,20,Highway Residential,30,Commercial Building,40,Highway,40,Residential Building,70
337,125.804,7.447139999999999,15/11/2017,"Wed - Nov 15, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,22:00 - 22:59,Wednesday,Park,0,Highway Tertiary,30,Commercial Building,40,Police Station,50,Church,70
338,125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,19:00 - 19:59,Wednesday,Highway,20,Highway Residential,20,School,20,Commercial Building,40,Restaurant,50
339,125.815,7.453310000000001,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,07:00 - 07:59,Wednesday,Commercial Building,20,School,40,Highway,50,Highway Pedestrian,80,Highway Residential,80
340,125.803,7.456919999999999,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Wednesday,Highway Residential,30,Highway Secondary,50,Commercial Building,100,Parking Area,100,Highway Tertiary,120
341,125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,ROBBERY,Magugpo West,Tagum City,Hold-Up W/ Gun,09:00 - 09:59,Wednesday,Commercial Building,10,Highway Residential,10,Hotel,40,Highway Secondary,50,Residential Building,180
342,125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,10:00 - 10:59,Wednesday,Highway Tertiary,20,Commercial Building,40,Convenience Store,40,Pharmacy,40,School,50
343,125.803,7.4573100000000005,16/11/2017,"Thu - Nov 16, 2017",2:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,02:00 - 02:59,Thursday,Highway Residential,20,Highway Secondary,50,Commercial Building,70,Hotel,100,Parking Area,140
344,125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,04:00 - 04:59,Thursday,Commercial Building,20,Residential Building,40,Highway Residential,60,School,80,Bank,90
345,125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold Up,09:00 - 09:59,Friday,Park,0,Highway Primary,30,Greenfield,40,Highway Tertiary,40,Government Office,50
346,125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,01:00 - 01:59,Sunday,Highway Residential,20,Commercial Building,30,Highway Secondary,50,Hotel,60,Parking Area,180
347,125.649,7.303389999999999,19/11/2017,"Sun - Nov 19, 2017",19:10:00,PHYSICAL INJURIES,Little Panay,Panabo City,Stabbing/Hacking,19:00 - 19:59,Sunday,Commercial Building,80,Highway,80,Greenfield,110,,,,
348,125.801,7.43505,20/11/2017,"Mon - Nov 20, 2017",10:40:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,10:00 - 10:59,Monday,Residential Building,0,Highway Residential,20,Commercial Building,40,Bank,60,Highway,80
349,125.695,7.316089999999999,20/11/2017,"Mon - Nov 20, 2017",1:00:00,ROBBERY,San Vicente,Panabo City,In an Uninhabited Place or in a Private Building,01:00 - 01:59,Monday,Commercial Building,10,Highway Residential,10,Greenfield,300,Highway Tertiary,300,Highway,400
350,125.68700000000001,7.133189999999999,21/11/2017,"Tue - Nov 21, 2017",7:25:00,THEFT,Moncado (Pob.),Samal City,Salisi,07:00 - 07:59,Tuesday,Highway Residential,30,Commercial Building,60,Highway Tertiary,80,Church,90,Gas Station,90
351,125.791,7.48901,21/11/2017,"Tue - Nov 21, 2017",5:30:00,THEFT,Cuambogan,Tagum City,Salisi,05:00 - 05:59,Tuesday,Highway,400,Highway Residential,400,Highway Tertiary,400,Highway Secondary,1200,Residential Building,1400
352,125.78,7.45786,21/11/2017,"Tue - Nov 21, 2017",0:45:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,00:00 - 00:59,Tuesday,School,0,Highway Pedestrian,40,Commercial Building,300,Government Office,300,Highway,300
353,125.824,7.42063,22/11/2017,"Wed - Nov 22, 2017",23:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Wednesday,Residential Building,20,Highway Residential,30,Highway Pedestrian,150,Highway Primary,160,Park,180
354,125.8,7.4319,23/11/2017,"Thu - Nov 23, 2017",9:00:00,THEFT,Visayan Village,Tagum City,Plain Theft,09:00 - 09:59,Thursday,Highway Residential,70,School,150,Residential Building,160,Commercial Building,170,,
355,125.809,7.4480699999999995,23/11/2017,"Thu - Nov 23, 2017",19:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,19:00 - 19:59,Thursday,Highway Tertiary,10,Highway Primary,60,Bank,70,Commercial Building,70,Highway Residential,80
356,125.777,7.46335,24/11/2017,"Fri - Nov 24, 2017",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,01:00 - 01:59,Friday,Highway Residential,10,Residential Building,20,School,30,Highway Primary,50,,
357,125.68799999999999,7.3075600000000005,24/11/2017,"Fri - Nov 24, 2017",12:20:00,MURDER,Santo Niño (Pob.),Panabo City,Shooting,12:00 - 12:59,Friday,Highway,10,Highway Residential,10,Highway Tertiary,10,Commercial Building,20,Hotel,30
358,125.819,7.4493100000000005,25/11/2017,"Sat - Nov 25, 2017",21:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,21:00 - 21:59,Saturday,Highway Residential,20,Greenfield,120,Highway Tertiary,190,Hotel,200,,
359,125.81700000000001,7.439610000000001,26/11/2017,"Sun - Nov 26, 2017",12:15:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),12:00 - 12:59,Sunday,Highway Residential,10,Residential Building,60,Highway Primary,160,Highway,170,Commercial Building,180
360,125.913,7.520639999999999,26/11/2017,"Sun - Nov 26, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Tagum City,"Force, Threat and Intimidation",14:00 - 14:59,Sunday,Highway,300,Highway Residential,800,School,900,Community Center,1000,Bridge,1100
361,125.81700000000001,7.39041,27/11/2017,"Mon - Nov 27, 2017",22:24:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,22:00 - 22:59,Monday,Highway Tertiary,600,Highway Residential,700,Residential Building,700,Cemetery,1100,Bridge,1200
362,125.773,7.46663,28/11/2017,"Tue - Nov 28, 2017",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,07:00 - 07:59,Tuesday,Highway Primary,110,Highway Residential,500,Residential Building,500,School,600,Commercial Building,900
363,125.803,7.4462,28/11/2017,"Tue - Nov 28, 2017",0:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),00:00 - 00:59,Tuesday,Highway Tertiary,20,Restaurant,20,Church,50,Highway Residential,60,Bar,80
364,125.806,7.44765,28/11/2017,"Tue - Nov 28, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Hacking,22:00 - 22:59,Tuesday,Bank,50,Highway Tertiary,50,Marketplace,60,Commercial Building,70,Hospital,70
365,125.68299999999999,7.2887,28/11/2017,"Tue - Nov 28, 2017",22:30:00,ROBBERY,Cagangohan,Panabo City,Hold Up,22:00 - 22:59,Tuesday,Commercial Building,20,Highway Residential,30,Highway,100,Highway Tertiary,110,Residential Building,130
366,125.755,7.37896,29/11/2017,"Wed - Nov 29, 2017",14:10:00,Vehicular Traffic Accident,Bincungan,Tagum City,Not Indicated,14:00 - 14:59,Wednesday,Commercial Building,10,Highway Residential,20,Highway,40,Cemetery,70,Residential Building,70
367,125.814,7.4558,29/11/2017,"Wed - Nov 29, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Wednesday,Commercial Building,10,Hotel,10,Highway Residential,30,Highway Tertiary,30,Convenience Store,110
368,125.819,7.38973,30/11/2017,"Thu - Nov 30, 2017",15:30:00,PHYSICAL INJURIES,Madaum,Tagum City,Mauling,15:00 - 15:59,Thursday,Highway Tertiary,400,Highway Residential,900,Residential Building,900,Bridge,1200,Highway Primary,1200
369,125.80799999999999,7.44005,30/11/2017,"Thu - Nov 30, 2017",20:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),20:00 - 20:59,Thursday,Church,60,Highway Residential,100,Highway Tertiary,100,Residential Building,100,Restaurant,130
370,125.82700000000001,7.4126199999999995,01/12/2017,"Fri - Dec 1, 2017",3:00:00,THEFT,Apokon,Tagum City,Salisi,03:00 - 03:59,Friday,Park,50,Highway Residential,100,Commercial Building,300,Community Center,300,Highway Pedestrian,300
371,125.811,7.416239999999999,01/12/2017,"Fri - Dec 1, 2017",0:25:00,THEFT,Madaum,Tagum City,Applied as Helper,00:00 - 00:59,Friday,Highway Secondary,170,Highway Residential,300,Residential Building,500,Highway Tertiary,700,Highway,800
372,125.804,7.44992,01/12/2017,"Fri - Dec 1, 2017",19:45:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,19:00 - 19:59,Friday,Commercial Building,10,Highway Tertiary,10,Community Center,20,Highway Residential,60,Pharmacy,60
373,125.806,7.4485600000000005,01/12/2017,"Fri - Dec 1, 2017",20:25:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Sharp Object,20:00 - 20:59,Friday,Greenfield,30,Highway Tertiary,30,Hospital,40,Commercial Building,50,Bank,60
374,125.788,7.45688,01/12/2017,"Fri - Dec 1, 2017",20:55:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,20:00 - 20:59,Friday,Highway Residential,50,Highway Primary,190,Convenience Store,300,Highway,300,Highway Tertiary,300
375,125.684,7.30213,02/12/2017,"Sat - Dec 2, 2017",18:15:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,18:00 - 18:59,Saturday,Commercial Building,10,Highway Tertiary,10,Mall,30,Highway Residential,40,Hospital,40
376,125.78299999999999,7.39688,03/12/2017,"Sun - Dec 3, 2017",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Sunday,Highway Pedestrian,180,Bridge,300,Highway Primary,300,Highway Residential,300,Residential Building,500
377,125.802,7.45288,04/12/2017,"Mon - Dec 4, 2017",2:32:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Monday,Highway Residential,10,Highway Secondary,60,Convenience Store,70,Gas Station,80,Highway Primary,90
378,125.81,7.4485399999999995,04/12/2017,"Mon - Dec 4, 2017",13:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,13:00 - 13:59,Monday,Highway Tertiary,30,Highway Pedestrian,40,Highway,50,Commercial Building,80,Gas Station,90
379,125.803,7.457730000000001,05/12/2017,"Tue - Dec 5, 2017",1:45:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,01:00 - 01:59,Tuesday,Highway Residential,10,Commercial Building,20,Highway Secondary,50,Hotel,50,Residential Building,180
380,125.804,7.457139999999999,05/12/2017,"Tue - Dec 5, 2017",0:30:00,ROBBERY,Magugpo West,Tagum City,Hold Up,00:00 - 00:59,Tuesday,Highway Residential,30,Commercial Building,150,Highway Tertiary,150,Highway Secondary,160,Gas Station,170
381,125.772,7.44318,05/12/2017,"Tue - Dec 5, 2017",20:13:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,20:00 - 20:59,Tuesday,Highway Secondary,40,Highway Residential,90,Tourist Attraction,100,Highway,300,Gas Station,400
382,125.79799999999999,7.4359,05/12/2017,"Tue - Dec 5, 2017",12:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,12:00 - 12:59,Tuesday,Highway Residential,10,School,30,Commercial Building,100,Church,160,,
383,125.685,7.30512,05/12/2017,"Tue - Dec 5, 2017",19:00:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,19:00 - 19:59,Tuesday,Highway Tertiary,40,Commercial Building,50,Gas Station,50,Highway Residential,70,Hospital,70
384,125.803,7.45782,07/12/2017,"Thu - Dec 7, 2017",2:54:00,MURDER,Magugpo West,Tagum City,Shooting,02:00 - 02:59,Thursday,Commercial Building,10,Highway Residential,10,Hotel,40,Highway Secondary,50,Residential Building,180
385,125.678,7.303780000000001,07/12/2017,"Thu - Dec 7, 2017",8:30:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,08:00 - 08:59,Thursday,School,0,Commercial Building,10,Highway Tertiary,20,Hospital,70,Highway Residential,120
386,125.79899999999999,7.43467,07/12/2017,"Thu - Dec 7, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Thursday,Commercial Building,20,Highway Residential,40,Highway,60,Church,100,School,100
387,125.79799999999999,7.4359,07/12/2017,"Thu - Dec 7, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,10:00 - 10:59,Thursday,Highway Residential,10,School,30,Commercial Building,100,Church,160,,
388,125.685,7.31675,07/12/2017,"Thu - Dec 7, 2017",19:35:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,19:00 - 19:59,Thursday,Commercial Building,10,Highway Residential,10,Highway Tertiary,30,,,,
389,125.81200000000001,7.44946,07/12/2017,"Thu - Dec 7, 2017",21:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,21:00 - 21:59,Thursday,Commercial Building,0,Highway Residential,20,Highway Pedestrian,40,Highway,60,Highway Secondary,60
390,125.79899999999999,7.43607,07/12/2017,"Thu - Dec 7, 2017",18:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),18:00 - 18:59,Thursday,Commercial Building,40,Highway Residential,60,Church,80,Hotel,130,Highway,160
391,125.74700000000001,7.127000000000001,08/12/2017,"Fri - Dec 8, 2017",18:30:00,HOMICIDE,San Antonio,Samal City,Mauling,18:00 - 18:59,Friday,Highway,300,Highway Tertiary,300,Commercial Building,400,Residential Building,400,Sports Center,400
392,125.79,7.4625,08/12/2017,"Fri - Dec 8, 2017",7:40:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,07:00 - 07:59,Friday,Highway Residential,20,Marketplace,60,Commercial Building,70,Residential Building,140,Restaurant,170
393,125.69,7.09657,09/12/2017,"Sat - Dec 9, 2017",5:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi,05:00 - 05:59,Saturday,Highway,300,Highway Residential,600,Highway Tertiary,600,Residential Building,800,Government Office,1300
394,125.775,7.46616,09/12/2017,"Sat - Dec 9, 2017",2:48:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),02:00 - 02:59,Saturday,Highway Primary,150,Residential Building,300,Highway Residential,400,School,400,Highway,900
395,125.804,7.443989999999999,10/12/2017,"Sun - Dec 10, 2017",1:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,01:00 - 01:59,Sunday,Highway Tertiary,20,School,30,Bar,110,Commercial Building,110,Restaurant,140
396,125.79899999999999,7.4611600000000005,10/12/2017,"Sun - Dec 10, 2017",1:58:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,01:00 - 01:59,Sunday,Highway Pedestrian,10,Transport Terminal,10,Highway,50,Bank,80,Commercial Building,80
397,125.71,7.10157,10/12/2017,"Sun - Dec 10, 2017",21:20:00,MURDER,Mambago-A,Samal City,Shooting,21:00 - 21:59,Sunday,Highway Secondary,170,Commercial Building,400,School,400,Highway Tertiary,500,Residential Building,500
398,125.773,7.46667,11/12/2017,"Mon - Dec 11, 2017",23:30:00,ROBBERY,Mankilam,Tagum City,Hold Up,23:00 - 23:59,Monday,Highway Primary,110,Highway Residential,500,Residential Building,500,School,600,Commercial Building,900
