,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
537,125.818,7.45948,11/02/2018,"Sun - Feb 11, 2018",21:15:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
538,125.803,7.45355,12/02/2018,"Mon - Feb 12, 2018",4:40:00,ROBBERY,Magugpo West,Tagum City,Bag/Purse Snatching,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
539,125.685,7.30917,27/01/2018,"Sat - Jan 27, 2018",22:45:00,RAPE (Art. 266-A RC & R.A.8353),Kasilak,Panabo City,Grave Abuse of Authority,urban,3.79,670,127239966,165411956,10,106,9,456,36,52,1,0,1,48,193,0,0,52,200,0,2,0,0,569,2483
540,125.79899999999999,7.460369999999999,11/02/2018,"Sun - Feb 11, 2018",21:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
541,125.806,7.47443,13/02/2018,"Tue - Feb 13, 2018",3:10:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,3718,"706,432,035",918361645,53,587,51,2530,203,289,5,7,25,263,1068,2,4,268,932,2,8,0,0,3177,13951
542,125.779,7.10204,09/02/2018,"Fri - Feb 9, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Aumbay,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,5.76,529,100458125,130595562,8,84,7,360,29,41,1,0,2,26,99,0,0,8,31,0,0,0,0,494,1983
543,125.803,7.433560000000001,13/02/2018,"Tue - Feb 13, 2018",4:30:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
544,125.802,7.4332199999999995,13/02/2018,"Tue - Feb 13, 2018",10:30:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
545,125.803,7.42973,13/02/2018,"Tue - Feb 13, 2018",18:10:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
546,125.803,7.4577100000000005,14/02/2018,"Wed - Feb 14, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
547,125.804,7.4482,14/02/2018,"Wed - Feb 14, 2018",12:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
548,125.804,7.43052,14/02/2018,"Wed - Feb 14, 2018",14:13:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
549,125.77600000000001,7.46195,14/02/2018,"Wed - Feb 14, 2018",19:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
550,125.777,7.44429,14/02/2018,"Wed - Feb 14, 2018",16:40:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
551,125.73100000000001,6.971030000000001,14/02/2018,"Wed - Feb 14, 2018",18:30:00,PHYSICAL INJURIES,Poblacion (Kaputian),Samal City,Hitting With Hard Object,rural,11.38,1044,198376158,257889005,15,165,14,710,57,81,2,1,3,52,195,0,0,16,60,0,1,0,0,975,3916
552,125.734,6.9721,14/02/2018,"Wed - Feb 14, 2018",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Poblacion (Kaputian),Samal City,"Force, Threat and Intimidation",rural,11.38,1044,198376158,257889005,15,165,14,710,57,81,2,1,3,52,195,0,0,16,60,0,1,0,0,975,3916
553,125.586,7.39332,16/02/2018,"Fri - Feb 16, 2018",19:44:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,1165,221334537,287734898,17,184,16,793,63,91,2,1,3,83,335,0,0,90,349,1,3,0,0,990,4320
554,125.775,7.46535,15/02/2018,"Thu - Feb 15, 2018",17:39:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
555,125.815,7.45295,16/02/2018,"Fri - Feb 16, 2018",13:15:00,MURDER,Magdum,Tagum City,Shooting,urban,7.86,2468,"468,935,001",609615501,35,390,34,1679,134,192,4,5,16,174,709,1,3,178,619,1,5,0,0,2109,9261
556,125.792,7.45073,17/02/2018,"Sat - Feb 17, 2018",3:10:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
557,125.81200000000001,7.44935,17/02/2018,"Sat - Feb 17, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
558,125.699,7.30858,17/02/2018,"Sat - Feb 17, 2018",10:05:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,urban,19.66,3472,659666403,857566324,49,549,48,2362,189,270,5,2,8,248,1000,0,0,268,1039,2,8,0,1,2951,12874
559,125.681,7.2993,17/02/2018,"Sat - Feb 17, 2018",20:30:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Stabbing/Hacking,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
560,125.586,7.31049,17/02/2018,"Sat - Feb 17, 2018",22:00:00,MURDER,Kauswagan,Panabo City,Stabbing/Hacking,rural,1.93,341,64784181,84219435,5,54,5,232,19,27,0,0,1,24,98,0,0,26,102,0,1,0,0,290,1264
561,125.809,7.448010000000001,12/02/2018,"Mon - Feb 12, 2018",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
562,125.81200000000001,7.449560000000001,18/02/2018,"Sun - Feb 18, 2018",11:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
563,125.79799999999999,7.44888,19/02/2018,"Mon - Feb 19, 2018",4:00:00,ROBBERY,Magugpo South,Tagum City,Crowbar/Destroying Lock,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
564,125.81200000000001,7.449439999999999,19/02/2018,"Mon - Feb 19, 2018",17:25:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
565,125.794,7.387810000000001,20/02/2018,"Tue - Feb 20, 2018",8:00:00,MURDER,San Isidro,Tagum City,Shooting,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
566,125.62200000000001,7.31181,20/02/2018,"Tue - Feb 20, 2018",5:45:00,PHYSICAL INJURIES,Katipunan,Panabo City,Hacking,rural,2.5,441,83822238,108968909,6,70,6,300,24,34,1,0,1,32,127,0,0,34,132,0,1,0,0,375,1636
567,125.815,7.39213,20/02/2018,"Tue - Feb 20, 2018",4:00:00,ROBBERY,Madaum,Tagum City,Breaking and Entering,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
568,125.803,7.42937,20/02/2018,"Tue - Feb 20, 2018",10:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
569,125.821,7.436160000000001,20/02/2018,"Tue - Feb 20, 2018",11:00:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
570,125.68299999999999,7.301089999999999,21/02/2018,"Wed - Feb 21, 2018",7:30:00,ROBBERY,New Pandan (Pob.),Panabo City,In an Uninhabited Place or in a Private Building,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
571,125.822,7.418539999999999,21/02/2018,"Wed - Feb 21, 2018",15:30:00,THEFT,Apokon,Tagum City,Salisi (Establishment),urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
572,125.816,7.450419999999999,22/02/2018,"Thu - Feb 22, 2018",3:00:00,ROBBERY,Magugpo East,Tagum City,Cellphone Snatching,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
573,125.78,7.45305,20/02/2018,"Tue - Feb 20, 2018",6:01:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,"Force, Threat and Intimidation",urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
574,125.78,7.45305,14/02/2018,"Wed - Feb 14, 2018",7:30:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
575,125.69200000000001,7.3186,20/02/2018,"Tue - Feb 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,Grave Abuse of Authority,urban,12.95,2288,434679481,565083326,32,361,31,1556,125,178,3,1,5,164,659,0,0,177,684,1,5,0,1,1945,8483
576,125.675,7.31763,22/02/2018,"Thu - Feb 22, 2018",13:30:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
577,125.77,7.0033199999999995,22/02/2018,"Thu - Feb 22, 2018",10:37:00,Drug Related Incident (RA 9165),Tagbaobo,Samal City,Not Indicated,rural,6.23,571,108526650,141084645,8,90,8,389,31,44,1,0,2,28,107,0,0,9,33,0,1,0,0,533,2142
578,125.73700000000001,7.041060000000001,23/02/2018,"Fri - Feb 23, 2018",17:30:00,Vehicular Traffic Accident,Del Monte,Samal City,Not Indicated,rural,5.47,502,95377942,123991324,7,79,7,342,27,39,1,0,2,25,94,0,0,8,29,0,0,0,0,469,1883
579,125.78,7.45305,23/02/2018,"Fri - Feb 23, 2018",23:30:00,Vehicular Traffic Accident,Magdum,Tagum City,Not Indicated,urban,7.86,2468,"468,935,001",609615501,35,390,34,1679,134,192,4,5,16,174,709,1,3,178,619,1,5,0,0,2109,9261
580,125.684,7.123589999999999,25/02/2018,"Sun - Feb 25, 2018",0:00:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Stabbing/Hacking,rural,5.64,517,98266673,127746675,7,82,7,352,28,40,1,0,2,26,97,0,0,8,30,0,0,0,0,483,1940
581,125.804,7.43392,25/02/2018,"Sun - Feb 25, 2018",16:55:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
582,125.77600000000001,7.4626,26/02/2018,"Mon - Feb 26, 2018",8:04:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
583,125.714,7.14416,26/02/2018,"Mon - Feb 26, 2018",16:00:00,ROBBERY,Cogon,Samal City, in an Uninhabited Place and by a Band,rural,8.38,769,146080158,189904206,11,121,11,523,42,60,1,1,3,38,144,0,0,12,44,0,1,0,0,718,2884
584,125.67399999999999,7.1201,14/02/2018,"Wed - Feb 14, 2018",1:30:00,PHYSICAL INJURIES,Kinawitnon,Samal City,Mauling,rural,5.64,517,98266673,127746675,7,82,7,352,28,40,1,0,2,26,97,0,0,8,30,0,0,0,0,483,1940
585,125.773,7.4431,28/02/2018,"Wed - Feb 28, 2018",2:15:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
586,125.801,7.477539999999999,28/02/2018,"Wed - Feb 28, 2018",21:00:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,3718,"706,432,035",918361645,53,587,51,2530,203,289,5,7,25,263,1068,2,4,268,932,2,8,0,0,3177,13951
587,125.73299999999999,7.050510000000001,27/02/2018,"Tue - Feb 27, 2018",21:00:00,RAPE (Art. 266-A RC & R.A.8353),Balet,Samal City,"Force, Threat and Intimidation",rural,8.25,757,143888707,187055319,11,120,10,515,41,59,1,1,3,38,142,0,0,12,44,0,1,0,0,707,2840
588,125.71,7.0778,08/02/2018,"Thu - Feb 8, 2018",3:00:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
589,125.81700000000001,7.392639999999999,02/03/2018,"Fri - Mar 2, 2018",20:00:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
590,125.81200000000001,7.448919999999999,02/03/2018,"Fri - Mar 2, 2018",18:15:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
591,125.80799999999999,7.449089999999999,03/03/2018,"Sat - Mar 3, 2018",15:05:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
592,125.682,7.3000300000000005,03/03/2018,"Sat - Mar 3, 2018",20:15:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
593,125.70200000000001,7.301880000000001,04/03/2018,"Sun - Mar 4, 2018",3:00:00,ROBBERY,San Vicente,Panabo City,Destroying Window,urban,19.66,3472,659666403,857566324,49,549,48,2362,189,270,5,2,8,248,1000,0,0,268,1039,2,8,0,1,2951,12874
594,125.801,7.42888,03/03/2018,"Sat - Mar 3, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
595,125.705,7.32215,04/03/2018,"Sun - Mar 4, 2018",14:00:00,PHYSICAL INJURIES,San Vicente,Panabo City,Hacking,urban,19.66,3472,659666403,857566324,49,549,48,2362,189,270,5,2,8,248,1000,0,0,268,1039,2,8,0,1,2951,12874
596,125.806,7.45858,05/03/2018,"Mon - Mar 5, 2018",18:20:00,THEFT,Magugpo West,Tagum City,Bag Snatching,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
597,125.806,7.44827,05/03/2018,"Mon - Mar 5, 2018",20:00:00,THEFT,Magugpo Poblacion,Tagum City,Qualified Theft,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
598,125.806,7.44875,06/03/2018,"Tue - Mar 6, 2018",9:40:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
599,125.819,7.4335,06/03/2018,"Tue - Mar 6, 2018",16:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
600,125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,ROBBERY,Santo Niño (Pob.),Panabo City, in an Uninhabited Place and by a Band,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
601,125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
602,125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
603,125.705,7.076980000000001,07/03/2018,"Wed - Mar 7, 2018",22:30:00,THEFT,Peñaplata (Pob.),Samal City,Pick-Pocketing,urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
604,125.749,7.125210000000001,09/03/2018,"Fri - Mar 9, 2018",0:00:00,PHYSICAL INJURIES,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,550,104492387,135840104,8,87,8,374,30,43,1,0,2,27,103,0,0,9,32,0,1,0,0,513,2063
605,125.749,7.125889999999999,09/03/2018,"Fri - Mar 9, 2018",0:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,550,104492387,135840104,8,87,8,374,30,43,1,0,2,27,103,0,0,9,32,0,1,0,0,513,2063
606,125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,"Force, Threat and Intimidation",urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
607,125.73700000000001,7.0418199999999995,09/03/2018,"Fri - Mar 9, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,"Force, Threat and Intimidation",rural,5.47,502,95377942,123991324,7,79,7,342,27,39,1,0,2,25,94,0,0,8,29,0,0,0,0,469,1883
608,125.804,7.461119999999999,09/03/2018,"Fri - Mar 9, 2018",20:30:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
609,125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
610,125.67299999999999,7.283639999999999,11/03/2018,"Sun - Mar 11, 2018",1:00:00,MURDER,J.P. Laurel,Panabo City,Shooting,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
611,125.77799999999999,6.940869999999999,10/03/2018,"Sat - Mar 10, 2018",17:50:00,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,Hitting With Hard Object,rural,3.96,363,68980914,89675188,5,57,5,247,20,28,1,0,1,18,68,0,0,6,21,0,0,0,0,339,1362
612,125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,ROBBERY,Visayan Village,Tagum City,Bag/Purse Snatching,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
613,125.80799999999999,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
614,125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,ROBBERY,New Visayas,Panabo City,Agaw-Armas,urban,22.54,3981,756317644,983212937,56,629,55,2708,217,310,6,2,9,285,1146,0,0,307,1191,2,9,0,1,3383,14760
615,125.809,7.4375800000000005,11/03/2018,"Sun - Mar 11, 2018",19:30:00,THEFT,Visayan Village,Tagum City,Bag Snatching,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
616,125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
617,125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
618,125.79899999999999,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
619,125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
620,125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
621,125.79899999999999,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hitting With Hard Object,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
622,125.8,7.459969999999999,15/03/2018,"Thu - Mar 15, 2018",0:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
623,125.69200000000001,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,THEFT,Miranda (Pob.),Samal City,Not Indicated,urban,20.32,1865,354268042,460548454,26,295,26,1269,102,145,3,2,6,93,349,0,0,29,108,0,2,0,1,1740,6993
624,125.78399999999999,7.456410000000001,16/03/2018,"Fri - Mar 16, 2018",8:40:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
625,125.80799999999999,7.4451600000000004,16/03/2018,"Fri - Mar 16, 2018",17:45:00,THEFT,Visayan Village,Tagum City,Shoplifting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
626,125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
627,125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
628,125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hacking,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
629,125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
630,125.772,7.441730000000001,21/03/2018,"Wed - Mar 21, 2018",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
631,125.79899999999999,7.435389999999999,20/03/2018,"Tue - Mar 20, 2018",23:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
