lng,lat,date,customdate,time,customtime,crime,barangay,city,region,province,modus,crimetype,station,moduscode,date_com,datechar
125.794,7.38781,20/02/2018,"Tue - Feb 20, 2018",8:00:00,8:00:AM,MURDER,San Isidro,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,20/02/2018,02/20/2018
125.622,7.31181,20/02/2018,"Tue - Feb 20, 2018",5:45:00,5:45:AM,PHYSICAL INJURIES,Katipunan,Panabo City,110000000,112300000,Hacking,6,Panabo CPS,mc10,20/02/2018,02/20/2018
125.815,7.39213,20/02/2018,"Tue - Feb 20, 2018",4:00:00,4:00:AM,ROBBERY,Madaum,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,20/02/2018,02/20/2018
125.803,7.42937,20/02/2018,"Tue - Feb 20, 2018",10:00:00,10:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Salisi (Akyat Bahay),10,Tagum CPS,mc67,20/02/2018,02/20/2018
125.821,7.43616,20/02/2018,"Tue - Feb 20, 2018",11:00:00,11:00:AM,THEFT,Apokon,Tagum City,110000000,112300000,Salisi (Establishment),10,Tagum CPS,mc68,20/02/2018,02/20/2018
125.683,7.30109,21/02/2018,"Wed - Feb 21, 2018",7:30:00,7:30:AM,ROBBERY,New Pandan (Pob.),Panabo City,110000000,112300000,In an Uninhabited Place or in a Private Building,8,Panabo CPS,mc24,21/02/2018,02/21/2018
125.822,7.41854,21/02/2018,"Wed - Feb 21, 2018",15:30:00,3:30:PM,THEFT,Apokon,Tagum City,110000000,112300000,Salisi (Establishment),10,Tagum CPS,mc68,21/02/2018,02/21/2018
125.816,7.45042,22/02/2018,"Thu - Feb 22, 2018",3:00:00,3:00:AM,ROBBERY,Magugpo East,Tagum City,110000000,112300000,Cellphone Snatching,8,Tagum CPS,mc10,22/02/2018,02/22/2018
125.78,7.45305,20/02/2018,"Tue - Feb 20, 2018",6:01:00,6:01:AM,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,110000000,112300000,"Force, Threat and Intimidation",7,Tagum CPS,mc19,20/02/2018,02/20/2018
125.78,7.45305,14/02/2018,"Wed - Feb 14, 2018",7:30:00,7:30:AM,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,110000000,112300000,"Force, Threat and Intimidation",7,Tagum CPS,mc19,14/02/2018,02/14/2018
125.692,7.3186,20/02/2018,"Tue - Feb 20, 2018",18:00:00,6:00:PM,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,110000000,112300000,Grave Abuse of Authority,7,Panabo CPS,mc19,20/02/2018,02/20/2018
125.675,7.31763,22/02/2018,"Thu - Feb 22, 2018",13:30:00,1:30:PM,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,22/02/2018,02/22/2018
125.77,7.00332,22/02/2018,"Thu - Feb 22, 2018",10:37:00,10:37:AM,Drug Related Incident (RA 9165),Tagbaobo,Samal City,110000000,112300000,Not Indicated,916,Island Garden City of Samal PS,mc00,22/02/2018,02/22/2018
125.737,7.04106,23/02/2018,"Fri - Feb 23, 2018",17:30:00,5:30:PM,Vehicular Traffic Accident,Del Monte,Samal City,110000000,112300000,Not Indicated,123,Island Garden City of Samal PS,mc00,23/02/2018,02/23/2018
125.78,7.45305,23/02/2018,"Fri - Feb 23, 2018",23:30:00,11:30:PM,Vehicular Traffic Accident,Magdum,Tagum City,110000000,112300000,Not Indicated,123,Tagum CPS,mc00,23/02/2018,02/23/2018
125.684,7.12359,25/02/2018,"Sun - Feb 25, 2018",0:00:00,12:00:AM,PHYSICAL INJURIES,Kinawitnon,Samal City,110000000,112300000,Stabbing/Hacking,6,Island Garden City of Samal PS,mc94,25/02/2018,02/25/2018
125.804,7.43392,25/02/2018,"Sun - Feb 25, 2018",16:55:00,4:55:PM,Drug Related Incident (RA 9165),Visayan Village,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,25/02/2018,02/25/2018
125.776,7.4626,26/02/2018,"Mon - Feb 26, 2018",8:04:00,8:04:AM,MURDER,Mankilam,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,26/02/2018,02/26/2018
125.714,7.14416,26/02/2018,"Mon - Feb 26, 2018",16:00:00,4:00:PM,ROBBERY,Cogon,Samal City,110000000,112300000, in an Uninhabited Place and by a Band,8,Island Garden City of Samal PS,mc23,26/02/2018,02/26/2018
125.674,7.1201,14/02/2018,"Wed - Feb 14, 2018",1:30:00,1:30:AM,PHYSICAL INJURIES,Kinawitnon,Samal City,110000000,112300000,Mauling,6,Island Garden City of Samal PS,mc92,14/02/2018,02/14/2018
125.773,7.4431,28/02/2018,"Wed - Feb 28, 2018",2:15:00,2:15:AM,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,28/02/2018,02/28/2018
125.801,7.47754,28/02/2018,"Wed - Feb 28, 2018",21:00:00,9:00:PM,PHYSICAL INJURIES,La Filipina,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,28/02/2018,02/28/2018
125.733,7.05051,27/02/2018,"Tue - Feb 27, 2018",21:00:00,9:00:PM,RAPE (Art. 266-A RC & R.A.8353),Balet,Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,27/02/2018,02/27/2018
125.71,7.0778,08/02/2018,"Thu - Feb 8, 2018",3:00:00,3:00:AM,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,110000000,112300000,Stabbing/Hacking,6,Island Garden City of Samal PS,mc94,08/02/2018,02/08/2018
125.817,7.39264,02/03/2018,"Fri - Mar 2, 2018",20:00:00,8:00:PM,PHYSICAL INJURIES,Madaum,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,02/03/2018,Fri - Mar 
125.812,7.44892,02/03/2018,"Fri - Mar 2, 2018",18:15:00,6:15:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,02/03/2018,Fri - Mar 
125.808,7.44909,03/03/2018,"Sat - Mar 3, 2018",15:05:00,3:05:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,03/03/2018,Sat - Mar 
125.682,7.30003,03/03/2018,"Sat - Mar 3, 2018",20:15:00,8:15:PM,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,03/03/2018,Sat - Mar 
125.702,7.30188,04/03/2018,"Sun - Mar 4, 2018",3:00:00,3:00:AM,ROBBERY,San Vicente,Panabo City,110000000,112300000,Destroying Window,8,Panabo CPS,mc53,04/03/2018,Sun - Mar 
125.801,7.42888,03/03/2018,"Sat - Mar 3, 2018",18:00:00,6:00:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Akyat Bahay,8,Tagum CPS,mc49,03/03/2018,Sat - Mar 
125.705,7.32215,04/03/2018,"Sun - Mar 4, 2018",14:00:00,2:00:PM,PHYSICAL INJURIES,San Vicente,Panabo City,110000000,112300000,Hacking,6,Panabo CPS,mc10,04/03/2018,Sun - Mar 
125.806,7.45858,05/03/2018,"Mon - Mar 5, 2018",18:20:00,6:20:PM,THEFT,Magugpo West,Tagum City,110000000,112300000,Bag Snatching,10,Tagum CPS,mc10,05/03/2018,Mon - Mar 
125.806,7.44827,05/03/2018,"Mon - Mar 5, 2018",20:00:00,8:00:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Qualified Theft,10,Tagum CPS,mc66,05/03/2018,Mon - Mar 
125.806,7.44875,06/03/2018,"Tue - Mar 6, 2018",9:40:00,9:40:AM,MURDER,Magugpo Poblacion,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,06/03/2018,Tue - Mar 
125.819,7.4335,06/03/2018,"Tue - Mar 6, 2018",16:15:00,4:15:PM,PHYSICAL INJURIES,Apokon,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,06/03/2018,Tue - Mar 
125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,5:00:PM,ROBBERY,Santo Niño (Pob.),Panabo City,110000000,112300000, in an Uninhabited Place and by a Band,8,Panabo CPS,mc23,04/03/2018,Sun - Mar 
125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,4:35:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Shoplifting,10,Tagum CPS,mc72,06/03/2018,Tue - Mar 
125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,5:20:PM,Drug Related Incident (RA 9165),Apokon,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,01/03/2018,Thu - Mar 
125.705,7.07698,07/03/2018,"Wed - Mar 7, 2018",22:30:00,10:30:PM,THEFT,Peñaplata (Pob.),Samal City,110000000,112300000,Pick-Pocketing,10,Island Garden City of Samal PS,mc13,07/03/2018,Wed - Mar 
125.749,7.12521,09/03/2018,"Fri - Mar 9, 2018",0:00:00,12:00:AM,PHYSICAL INJURIES,San Antonio,Samal City,110000000,112300000,Stabbing/Hacking,6,Island Garden City of Samal PS,mc94,09/03/2018,Fri - Mar 
125.749,7.12589,09/03/2018,"Fri - Mar 9, 2018",0:00:00,12:00:AM,HOMICIDE,San Antonio,Samal City,110000000,112300000,Stabbing/Hacking,3,Island Garden City of Samal PS,mc38,09/03/2018,Fri - Mar 
125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,5:00:PM,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,110000000,112300000,"Force, Threat and Intimidation",7,Tagum CPS,mc19,07/03/2018,Wed - Mar 
125.737,7.04182,09/03/2018,"Fri - Mar 9, 2018",18:00:00,6:00:PM,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,09/03/2018,Fri - Mar 
125.804,7.46112,09/03/2018,"Fri - Mar 9, 2018",20:30:00,8:30:PM,Drug Related Incident (RA 9165),Apokon,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,09/03/2018,Fri - Mar 
125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,7:01:PM,MURDER,Visayan Village,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,09/03/2018,Fri - Mar 
125.673,7.28364,11/03/2018,"Sun - Mar 11, 2018",1:00:00,1:00:AM,MURDER,J.P. Laurel,Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,11/03/2018,Sun - Mar 
125.778,6.94087,10/03/2018,"Sat - Mar 10, 2018",17:50:00,5:50:PM,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,110000000,112300000,Hitting With Hard Object,6,Island Garden City of Samal PS,mc18,10/03/2018,Sat - Mar 
125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,1:30:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Bag/Purse Snatching,8,Tagum CPS,mc7,10/03/2018,Sat - Mar 
125.808,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,9:10:AM,MURDER,Magugpo Poblacion,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,11/03/2018,Sun - Mar 
125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,2:30:AM,ROBBERY,New Visayas,Panabo City,110000000,112300000,Agaw-Armas,8,Panabo CPS,mc18,11/03/2018,Sun - Mar 
125.809,7.43758,11/03/2018,"Sun - Mar 11, 2018",19:30:00,7:30:PM,THEFT,Visayan Village,Tagum City,110000000,112300000,Bag Snatching,10,Tagum CPS,mc10,11/03/2018,Sun - Mar 
125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,7:10:AM,MURDER,Apokon,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,12/03/2018,Mon - Mar 
125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,5:30:PM,THEFT,Magugpo East,Tagum City,110000000,112300000,Salisi (Establishment),10,Tagum CPS,mc68,12/03/2018,Mon - Mar 
125.799,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,8:00:PM,ROBBERY,Visayan Village,Tagum City,110000000,112300000,Destroying Window,8,Tagum CPS,mc53,12/03/2018,Mon - Mar 
125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,10:30:PM,ROBBERY,San Miguel (Camp 4),Tagum City,110000000,112300000,With Violence Against or Intimidation of Persons,8,Tagum CPS,mc27,12/03/2018,Mon - Mar 
125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,2:00:AM,THEFT,Visayan Village,Tagum City,110000000,112300000,Salisi (Establishment),10,Tagum CPS,mc68,13/03/2018,Tue - Mar 
125.799,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,6:00:PM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Hitting With Hard Object,6,Tagum CPS,mc18,14/03/2018,Wed - Mar 
125.8,7.45997,15/03/2018,"Thu - Mar 15, 2018",0:00:00,12:00:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,15/03/2018,Thu - Mar 
125.692,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,10:22:PM,THEFT,Miranda (Pob.),Samal City,110000000,112300000,Not Indicated,10,Island Garden City of Samal PS,mc00,13/03/2018,Tue - Mar 
125.784,7.45641,16/03/2018,"Fri - Mar 16, 2018",8:40:00,8:40:AM,MURDER,Mankilam,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,16/03/2018,Fri - Mar 
125.808,7.44516,16/03/2018,"Fri - Mar 16, 2018",17:45:00,5:45:PM,THEFT,Visayan Village,Tagum City,110000000,112300000,Shoplifting,10,Tagum CPS,mc72,16/03/2018,Fri - Mar 
125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,10:40:PM,Drug Related Incident (RA 9165),San Isidro,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,16/03/2018,Fri - Mar 
125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,1:30:AM,Drug Related Incident (RA 9165),San Isidro,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,17/03/2018,Sat - Mar 
125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,4:00:AM,PHYSICAL INJURIES,Magugpo West,Tagum City,110000000,112300000,Hacking,6,Tagum CPS,mc10,18/03/2018,Sun - Mar 
125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,6:40:PM,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,20/03/2018,Tue - Mar 
125.772,7.44173,21/03/2018,"Wed - Mar 21, 2018",2:20:00,2:20:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,21/03/2018,Wed - Mar 
125.799,7.43539,20/03/2018,"Tue - Mar 20, 2018",23:15:00,11:15:PM,Drug Related Incident (RA 9165),Visayan Village,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,20/03/2018,Tue - Mar 
125.798,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,9:47:PM,PHYSICAL INJURIES,Visayan Village,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,20/03/2018,Tue - Mar 
125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,11:00:PM,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,110000000,112300000,Gang/Party,7,Panabo CPS,mc19,19/03/2018,Mon - Mar 
125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,10:30:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,20/03/2018,Tue - Mar 
125.59,7.30562,22/03/2018,"Thu - Mar 22, 2018",8:15:00,8:15:AM,Drug Related Incident (RA 9165),Kauswagan,Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,22/03/2018,Thu - Mar 
125.808,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,8:30:PM,ROBBERY,Magugpo West,Tagum City,110000000,112300000,With Violence Against or Intimidation of Persons,8,Tagum CPS,mc27,23/03/2018,Fri - Mar 
125.78,7.39201,23/03/2018,"Fri - Mar 23, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),San Isidro,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,23/03/2018,Fri - Mar 
125.778,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,12:00:PM,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,24/03/2018,Sat - Mar 
125.673,7.28546,25/03/2018,"Sun - Mar 25, 2018",21:30:00,9:30:PM,THEFT,J.P. Laurel,Panabo City,110000000,112300000,Pick-Pocketing,10,Panabo CPS,mc13,25/03/2018,Sun - Mar 
125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,10:00:PM,Vehicular Traffic Accident,Cuambogan,Tagum City,110000000,112300000,Not Indicated,123,Tagum CPS,mc00,25/03/2018,Sun - Mar 
125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,6:04:PM,MURDER,San Miguel (Camp 4),Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,25/03/2018,Sun - Mar 
125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,2:30:AM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Snatching,10,Tagum CPS,mc73,26/03/2018,Mon - Mar 
125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,7:00:AM,PHYSICAL INJURIES,Mankilam,Tagum City,110000000,112300000,Mauling,6,Tagum CPS,mc92,26/03/2018,Mon - Mar 
125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,2:40:PM,THEFT,Datu Abdul Dadia,Panabo City,110000000,112300000,Plain Theft,10,Panabo CPS,mc28,27/03/2018,Tue - Mar 
125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,10:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,27/03/2018,Tue - Mar 
125.687,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,6:50:PM,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,28/03/2018,Wed - Mar 
125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,5:30:AM,ROBBERY,Gredu (Pob.),Panabo City,110000000,112300000,Breaking and Entering,8,Panabo CPS,mc97,31/03/2018,Sat - Mar 
125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,4:50:PM,HOMICIDE,Kasilak,Panabo City,110000000,112300000,Stabbing/Hacking,3,Panabo CPS,mc38,31/03/2018,Sat - Mar 
125.711,7.07151,01/04/2018,"Sun - Apr 1, 2018",14:05:00,2:05:PM,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,110000000,112300000,Stabbing/Hacking,6,Island Garden City of Samal PS,mc94,01/04/2018,Sun - Apr 
125.795,7.47741,02/04/2018,"Mon - Apr 2, 2018",3:30:00,3:30:AM,MURDER,La Filipina,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,02/04/2018,Mon - Apr 
125.793,7.49969,02/04/2018,"Mon - Apr 2, 2018",8:30:00,8:30:AM,MURDER,Cuambogan,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,02/04/2018,Mon - Apr 
125.823,7.42533,02/04/2018,"Mon - Apr 2, 2018",11:15:00,11:15:AM,PHYSICAL INJURIES,Apokon,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,02/04/2018,Mon - Apr 
125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,7:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,02/04/2018,Mon - Apr 
125.746,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,10:00:AM,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,110000000,112300000,"Force, Threat and Intimidation",7,Island Garden City of Samal PS,mc19,19/03/2018,Mon - Mar 
125.767,7.44001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,8:49:PM,MURDER,San Miguel (Camp 4),Tagum City,110000000,112300000,Clubbing,2,Tagum CPS,mc32,03/04/2018,Tue - Apr 
125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,8:20:AM,ROBBERY,Mankilam,Tagum City,110000000,112300000,Cellphone Snatching,8,Tagum CPS,mc10,04/04/2018,Wed - Apr 
125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,12:45:AM,ROBBERY,San Miguel (Camp 4),Tagum City,110000000,112300000,Hold-Up W/ Gun,8,Tagum CPS,mc54,05/04/2018,Thu - Apr 
125.76,7.37749,04/04/2018,"Wed - Apr 4, 2018",9:11:00,9:11:AM,MURDER,Bincungan,Tagum City,110000000,112300000,Stabbing/Hacking,2,Tagum CPS,mc90,04/04/2018,Wed - Apr 
125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,3:00:AM,ROBBERY,Pagsabangan,Tagum City,110000000,112300000,Hold-Up W/ Gun,8,Tagum CPS,mc54,05/04/2018,Thu - Apr 
125.786,7.49945,05/04/2018,"Thu - Apr 5, 2018",18:40:00,6:40:PM,MURDER,Cuambogan,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,05/04/2018,Thu - Apr 
125.797,7.44699,05/04/2018,"Thu - Apr 5, 2018",23:00:00,11:00:PM,ROBBERY,Magugpo South,Tagum City,110000000,112300000,Breaking and Entering,8,Tagum CPS,mc97,05/04/2018,Thu - Apr 
125.611,7.40207,06/04/2018,"Fri - Apr 6, 2018",15:10:00,3:10:PM,THEFT,A. O. Floirendo,Panabo City,110000000,112300000,Plain Theft,10,Panabo CPS,mc28,06/04/2018,Fri - Apr 
125.556,7.25335,06/04/2018,"Fri - Apr 6, 2018",16:25:00,4:25:PM,HOMICIDE,Santa Cruz,Panabo City,110000000,112300000,Stabbing/Hacking,3,Panabo CPS,mc38,06/04/2018,Fri - Apr 
125.686,7.306,07/04/2018,"Sat - Apr 7, 2018",17:30:00,5:30:PM,THEFT,Santo Niño (Pob.),Panabo City,110000000,112300000,Shoplifting,10,Panabo CPS,mc72,07/04/2018,Sat - Apr 
125.68,7.30078,07/04/2018,"Sat - Apr 7, 2018",19:43:00,7:43:PM,MURDER,Gredu (Pob.),Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,07/04/2018,Sat - Apr 
125.799,7.44682,06/04/2018,"Fri - Apr 6, 2018",0:00:00,12:00:AM,ROBBERY,Nueva Fuerza,Tagum City,110000000,112300000,Hold-Up W/ Gun,8,Tagum CPS,mc54,06/04/2018,Fri - Apr 
125.798,7.42371,06/04/2018,"Fri - Apr 6, 2018",19:20:00,7:20:PM,MURDER,Visayan Village,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,06/04/2018,Fri - Apr 
125.803,7.45914,07/04/2018,"Sat - Apr 7, 2018",21:00:00,9:00:PM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,07/04/2018,Sat - Apr 
125.771,7.37907,08/04/2018,"Sun - Apr 8, 2018",3:19:00,3:19:AM,PHYSICAL INJURIES,Madaum,Tagum City,110000000,112300000,Shooting,6,Tagum CPS,mc93,08/04/2018,Sun - Apr 
125.808,7.41888,08/04/2018,"Sun - Apr 8, 2018",3:00:00,3:00:AM,THEFT,Canocotan,Tagum City,110000000,112300000,Plain Theft,10,Tagum CPS,mc28,08/04/2018,Sun - Apr 
125.819,7.43697,09/04/2018,"Mon - Apr 9, 2018",9:25:00,9:25:AM,MURDER,Apokon,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,09/04/2018,Mon - Apr 
125.823,7.45631,10/04/2018,"Tue - Apr 10, 2018",4:00:00,4:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,10/04/2018,Tue - Apr 
125.78,7.46124,09/04/2018,"Mon - Apr 9, 2018",13:00:00,1:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,09/04/2018,Mon - Apr 
125.796,7.43369,08/04/2018,"Sun - Apr 8, 2018",5:00:00,5:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,08/04/2018,Sun - Apr 
125.682,7.30061,10/04/2018,"Tue - Apr 10, 2018",16:40:00,4:40:PM,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,110000000,112300000,Not Indicated,916,Panabo CPS,mc00,10/04/2018,Tue - Apr 
125.679,7.12163,11/04/2018,"Wed - Apr 11, 2018",7:15:00,7:15:AM,THEFT,Kinawitnon,Samal City,110000000,112300000,Salisi (Cellphone),10,Island Garden City of Samal PS,mc18,11/04/2018,Wed - Apr 
125.767,7.40607,06/04/2018,"Fri - Apr 6, 2018",10:00:00,10:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,110000000,112300000,Swpu (Stolen While Parked),366,Tagum CPS,mc86,06/04/2018,Fri - Apr 
125.802,7.45178,12/04/2018,"Thu - Apr 12, 2018",9:30:00,9:30:AM,THEFT,Magugpo Poblacion,Tagum City,110000000,112300000,Salisi,10,Tagum CPS,mc12,12/04/2018,Thu - Apr 
125.808,7.38007,12/04/2018,"Thu - Apr 12, 2018",20:45:00,8:45:PM,Drug Related Incident (RA 9165),Madaum,Tagum City,110000000,112300000,Not Indicated,916,Tagum CPS,mc00,12/04/2018,Thu - Apr 
125.802,7.44552,13/04/2018,"Fri - Apr 13, 2018",1:55:00,1:55:AM,MURDER,Magugpo South,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,13/04/2018,Fri - Apr 
125.672,7.30605,13/04/2018,"Fri - Apr 13, 2018",16:00:00,4:00:PM,PHYSICAL INJURIES,New Visayas,Panabo City,110000000,112300000,Mauling,6,Panabo CPS,mc92,13/04/2018,Fri - Apr 
125.649,7.27893,14/04/2018,"Sat - Apr 14, 2018",20:00:00,8:00:PM,MURDER,Upper Licanan,Panabo City,110000000,112300000,Shooting,2,Panabo CPS,mc89,14/04/2018,Sat - Apr 
125.793,7.50003,15/04/2018,"Sun - Apr 15, 2018",2:00:00,2:00:AM,ROBBERY,Cuambogan,Tagum City,110000000,112300000,With Violence Against or Intimidation of Persons,8,Tagum CPS,mc27,15/04/2018,Sun - Apr 
125.799,7.38534,14/04/2018,"Sat - Apr 14, 2018",13:43:00,1:43:PM,MURDER,Madaum,Tagum City,110000000,112300000,Shooting,2,Tagum CPS,mc89,14/04/2018,Sat - Apr 
