,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population,crime_label
680,Rape (Art. 266-A RC & R.A.8353),Tagbaobo,Samal City,30.0,34.0,8.0,64.0,71.0,0.2,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.065,7726.720215,118.0,126.0,455.5,586.5,15.0,80.0,2.0,25.0,566.5,8.0,89.5,8.0,386.0,31.0,44.0,1.0,892.5,940.5,597.0,148.5,48.5,147.0,94.0,499.0,8.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,495.0,444.5,1114.5,213.5,240.0,210.5,535.5,110.5,254.0,233.5,578.0,104.0,4
683,Theft,Tambo,Samal City,32.0,34.0,11.0,22.0,70.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.065,7726.720215,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,6
693,Theft,Camudmud,Samal City,32.0,34.0,8.0,11.0,67.0,0.0,1010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.173,7600.359863,139.0,148.5,535.5,690.0,18.0,94.5,2.0,29.0,667.0,9.5,105.5,9.0,453.5,36.5,51.5,1.0,1050.5,1106.5,703.0,174.5,56.5,173.5,111.0,586.5,10.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,582.0,523.0,1311.0,252.0,282.0,248.0,630.0,129.5,299.0,275.0,681.0,121.5,6
695,Theft,San Miguel (Magamono),Samal City,28.0,30.0,5.0,61.0,81.0,0.1,1011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.231,7721.02002,89.0,95.5,343.5,442.5,11.0,60.5,1.0,18.5,427.5,6.0,67.5,6.0,291.0,23.0,33.5,1.0,673.5,709.5,451.0,112.0,36.0,111.0,71.0,376.0,6.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,373.0,335.0,839.0,161.5,181.5,159.5,405.0,83.0,192.0,176.5,435.5,78.0,6
697,Theft,Kanaan,Samal City,28.0,30.0,15.0,16.0,81.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.231,7721.02002,78.5,84.0,303.0,390.0,10.0,53.5,1.0,16.5,377.0,5.0,59.5,5.0,257.0,20.5,29.5,1.0,594.0,626.0,397.5,99.0,32.0,98.0,62.5,331.5,6.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,329.0,296.0,740.5,142.5,159.5,140.5,355.5,74.0,169.5,155.5,385.5,68.5,6
708,Theft,Miranda (Pob.),Samal City,31.0,30.0,8.0,18.0,76.0,0.0,1013.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,51.86,7546.189941,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0,6
709,Theft,Balet,Samal City,34.0,40.0,6.0,19.0,57.0,0.0,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.86,7546.189941,156.5,167.5,603.5,777.5,20.0,106.0,2.0,33.0,751.0,11.0,119.0,10.0,511.0,41.0,58.5,1.0,1183.5,1247.0,792.0,197.0,64.0,195.0,125.0,661.0,11.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,656.0,589.0,1476.0,283.5,318.5,279.5,710.5,146.5,337.5,310.0,767.0,137.5,6
717,Drug Related Incident (RA 9165),Caliclic (Dangca-An),Samal City,29.0,31.0,2.0,75.0,77.0,1.4,1012.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.647,7533.279785,129.0,138.0,498.0,641.0,16.5,87.5,2.0,27.0,620.0,9.0,98.0,8.5,421.5,34.0,48.5,1.0,976.0,1028.5,653.5,162.0,52.5,161.0,103.0,545.5,9.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,540.5,485.5,1218.5,233.0,262.5,231.0,586.0,121.0,278.0,256.0,633.5,112.5,1
726,Robbery,Cawag,Samal City,31.0,30.0,6.0,63.0,77.0,0.1,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.887,7555.27002,140.0,150.0,540.0,695.5,18.0,95.0,2.0,29.5,672.5,9.5,106.0,9.0,457.5,36.5,52.5,1.0,1058.5,1116.0,708.5,176.0,57.0,174.5,111.5,591.5,10.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,587.0,527.0,1321.0,253.5,285.0,250.0,635.5,131.0,301.5,277.0,685.0,122.5,5
740,Rape (Art. 266-A RC & R.A.8353),Mambago-B,Samal City,32.0,35.0,4.0,13.0,61.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.401,7869.560059,143.5,153.5,553.5,712.5,18.0,97.5,2.0,30.0,688.5,10.0,109.0,9.5,468.5,37.5,53.5,1.0,1084.5,1143.0,726.0,180.5,58.5,179.0,114.0,606.0,10.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,601.0,540.0,1353.5,260.5,292.0,256.0,651.0,134.5,309.0,284.0,703.0,125.5,4
743,Theft,Mambago-A,Samal City,30.0,31.0,5.0,66.0,82.0,0.3,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.286,7694.120117,99.0,106.0,383.0,493.0,13.0,67.5,1.0,21.0,476.5,7.0,75.5,7.0,324.5,26.0,37.0,1.0,750.5,791.0,502.5,124.5,40.5,123.5,79.5,419.5,7.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,416.0,374.0,936.5,180.0,202.0,177.0,451.5,93.5,214.0,196.5,487.0,87.0,6
793,Drug Related Incident (RA 9165),Mambago-A,Samal City,32.0,35.0,9.0,36.0,65.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.68899999999999,7497.169922,99.0,106.0,383.0,493.0,13.0,67.5,1.0,21.0,476.5,7.0,75.5,7.0,324.5,26.0,37.0,1.0,750.5,791.0,502.5,124.5,40.5,123.5,79.5,419.5,7.5,116.6,159.1,103.9,113.4,118.5,4.6,0.8109999999999999,6.025,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,416.0,374.0,936.5,180.0,202.0,177.0,451.5,93.5,214.0,196.5,487.0,87.0,1
802,Theft,Caliclic (Dangca-An),Samal City,28.0,32.0,4.0,63.0,79.0,2.2,1009.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.553999999999995,7630.259765999999,129.0,138.0,498.0,641.0,16.5,87.5,2.0,27.0,620.0,9.0,98.0,8.5,421.5,34.0,48.5,1.0,976.0,1028.5,653.5,162.0,52.5,161.0,103.0,545.5,9.5,117.4,160.3,104.8,115.1,120.3,5.1,0.795,5.901,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,540.5,485.5,1218.5,233.0,262.5,231.0,586.0,121.0,278.0,256.0,633.5,112.5,6
846,Physical Injuries,San Agustin,Samal City,27.0,30.0,5.0,39.0,80.0,0.1,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.388999999999996,7098.149901999999,97.5,104.0,376.0,484.0,12.5,66.5,1.0,20.5,468.0,7.0,74.0,6.0,318.5,25.5,36.5,1.0,737.0,776.5,493.0,122.5,39.5,121.5,77.5,411.5,7.0,117.4,160.3,104.8,115.1,120.3,5.1,0.795,5.901,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,408.5,367.0,919.0,176.0,198.5,174.5,442.5,91.5,209.5,193.0,478.0,85.5,3
851,Theft,Aundanao,Samal City,30.0,34.0,14.0,58.0,68.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.395,7261.620117,69.5,74.5,269.0,346.5,9.0,47.5,1.0,14.5,335.0,5.0,53.0,5.0,228.0,18.0,26.0,0.0,527.5,556.0,353.0,88.0,28.0,87.0,55.5,294.5,5.0,117.4,160.3,104.8,115.1,120.3,5.1,0.795,5.901,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,292.5,262.5,658.5,126.0,142.5,124.0,316.5,65.5,151.0,138.0,342.0,61.5,6
861,Theft,Tambo,Samal City,29.0,33.0,12.0,11.0,71.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.419,7063.200195,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,117.4,160.3,104.8,115.1,120.3,5.1,0.795,5.901,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,6
866,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,31.0,35.0,14.0,7.0,63.0,0.0,1009.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.405,7007.209961,202.5,217.0,782.0,1008.0,26.0,138.0,3.0,42.5,973.5,14.0,154.0,13.5,662.5,53.0,75.5,1.0,1533.5,1616.0,1026.5,255.0,82.5,253.0,161.5,857.0,14.5,117.4,160.3,104.8,115.1,120.3,5.1,0.795,5.901,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,849.5,764.0,1914.0,367.5,412.5,362.5,920.0,189.5,437.0,401.0,993.5,177.0,1
879,Physical Injuries,Peñaplata (Pob.),Samal City,28.0,31.0,2.0,62.0,78.0,0.1,1011.0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,53.522,7193.680176000003,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0,3
903,Physical Injuries,Balet,Samal City,29.0,34.0,9.0,62.0,69.0,0.1,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.343,7233.569823999997,156.5,167.5,603.5,777.5,20.0,106.0,2.0,33.0,751.0,11.0,119.0,10.0,511.0,41.0,58.5,1.0,1183.5,1247.0,792.0,197.0,64.0,195.0,125.0,661.0,11.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,656.0,589.0,1476.0,283.5,318.5,279.5,710.5,146.5,337.5,310.0,767.0,137.5,3
910,Rape (Art. 266-A RC & R.A.8353),Cawag,Samal City,33.0,38.0,11.0,43.0,58.0,0.2,1006.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.41,7186.709961,140.0,150.0,540.0,695.5,18.0,95.0,2.0,29.5,672.5,9.5,106.0,9.0,457.5,36.5,52.5,1.0,1058.5,1116.0,708.5,176.0,57.0,174.5,111.5,591.5,10.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,587.0,527.0,1321.0,253.5,285.0,250.0,635.5,131.0,301.5,277.0,685.0,122.5,4
934,Rape (Art. 266-A RC & R.A.8353),San Agustin,Samal City,28.0,31.0,4.0,84.0,75.0,0.9,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.523999999999994,7399.180176000003,97.5,104.0,376.0,484.0,12.5,66.5,1.0,20.5,468.0,7.0,74.0,6.0,318.5,25.5,36.5,1.0,737.0,776.5,493.0,122.5,39.5,121.5,77.5,411.5,7.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,408.5,367.0,919.0,176.0,198.5,174.5,442.5,91.5,209.5,193.0,478.0,85.5,4
935,Rape (Art. 266-A RC & R.A.8353),San Agustin,Samal City,33.0,39.0,8.0,71.0,60.0,0.0,1006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.523999999999994,7399.180176000003,97.5,104.0,376.0,484.0,12.5,66.5,1.0,20.5,468.0,7.0,74.0,6.0,318.5,25.5,36.5,1.0,737.0,776.5,493.0,122.5,39.5,121.5,77.5,411.5,7.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,408.5,367.0,919.0,176.0,198.5,174.5,442.5,91.5,209.5,193.0,478.0,85.5,4
954,Drug Related Incident (RA 9165),Tambo,Samal City,32.0,37.0,14.0,12.0,60.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.468999999999994,7387.870117,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,1
962,Murder/Homicide,Catagman,Samal City,29.0,34.0,9.0,82.0,72.0,0.5,1010.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.52,7399.609863,70.5,75.5,271.0,349.0,9.0,47.5,1.0,15.0,337.5,5.0,53.5,5.0,229.5,18.5,26.0,0.0,531.0,560.0,355.5,88.0,28.5,87.5,56.0,297.0,5.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,294.5,264.5,663.5,127.0,143.0,126.0,319.0,65.5,151.0,139.0,344.0,62.0,2
967,Murder/Homicide,Tagdaliao,Samal City,28.0,30.0,3.0,20.0,69.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.44600000000001,7447.02002,41.5,44.5,160.0,206.0,5.0,28.0,1.0,9.0,199.0,3.0,31.5,3.0,135.0,11.0,15.5,0.0,313.5,330.0,210.0,52.0,16.5,52.0,33.0,175.0,3.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,174.0,156.0,392.0,75.0,84.0,74.0,188.5,39.5,89.5,82.0,203.5,35.5,2
968,Physical Injuries,Tagdaliao,Samal City,28.0,30.0,3.0,20.0,69.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.44600000000001,7447.02002,41.5,44.5,160.0,206.0,5.0,28.0,1.0,9.0,199.0,3.0,31.5,3.0,135.0,11.0,15.5,0.0,313.5,330.0,210.0,52.0,16.5,52.0,33.0,175.0,3.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,174.0,156.0,392.0,75.0,84.0,74.0,188.5,39.5,89.5,82.0,203.5,35.5,3
981,Theft,Moncado (Pob.),Samal City,33.0,38.0,10.0,17.0,55.0,0.0,1009.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,53.381,7665.850098000001,202.5,217.0,782.0,1008.0,26.0,138.0,3.0,42.5,973.5,14.0,154.0,13.5,662.5,53.0,75.5,1.0,1533.5,1616.0,1026.5,255.0,82.5,253.0,161.5,857.0,14.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,849.5,764.0,1914.0,367.5,412.5,362.5,920.0,189.5,437.0,401.0,993.5,177.0,6
986,Physical Injuries,Miranda (Pob.),Samal City,29.0,32.0,3.0,73.0,73.0,0.3,1010.0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,53.354,7701.379883,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0,3
1020,Physical Injuries,San Isidro (Babak),Samal City,27.0,30.0,9.0,78.0,80.0,5.7,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.115,7759.549805,122.0,130.0,470.0,605.5,15.5,82.5,2.0,25.5,585.5,8.0,92.5,8.0,398.0,32.0,45.5,1.0,921.5,971.0,617.0,153.0,49.5,152.0,97.0,515.0,9.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,511.0,459.0,1151.0,220.5,248.0,218.0,553.0,114.5,262.0,241.0,598.0,106.5,3
1060,Rape (Art. 266-A RC & R.A.8353),Tambo,Samal City,29.0,34.0,11.0,83.0,72.0,1.3,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.358999999999995,7233.290039,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5,4
1061,Physical Injuries,Del Monte,Samal City,30.0,35.0,17.0,33.0,67.0,0.5,1008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.44300000000001,7583.52002,104.0,111.0,400.0,515.0,13.0,70.5,1.5,22.0,498.0,7.0,78.5,7.0,339.0,27.0,38.5,1.0,784.0,826.5,525.0,130.0,42.5,129.5,82.5,438.5,7.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,435.0,390.5,978.5,188.0,211.5,185.5,470.0,96.5,223.5,205.0,508.0,90.5,3
1062,Theft,Mambago-B,Samal City,28.0,32.0,12.0,63.0,75.0,1.2,1008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.44300000000001,7583.52002,143.5,153.5,553.5,712.5,18.0,97.5,2.0,30.0,688.5,10.0,109.0,9.5,468.5,37.5,53.5,1.0,1084.5,1143.0,726.0,180.5,58.5,179.0,114.0,606.0,10.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,601.0,540.0,1353.5,260.5,292.0,256.0,651.0,134.5,309.0,284.0,703.0,125.5,6
1063,Physical Injuries,Moncado (Pob.),Samal City,28.0,31.0,3.0,24.0,78.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.44300000000001,7583.52002,202.5,217.0,782.0,1008.0,26.0,138.0,3.0,42.5,973.5,14.0,154.0,13.5,662.5,53.0,75.5,1.0,1533.5,1616.0,1026.5,255.0,82.5,253.0,161.5,857.0,14.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,849.5,764.0,1914.0,367.5,412.5,362.5,920.0,189.5,437.0,401.0,993.5,177.0,3
1064,Murder/Homicide,Moncado (Pob.),Samal City,28.0,31.0,3.0,24.0,78.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.44300000000001,7583.52002,202.5,217.0,782.0,1008.0,26.0,138.0,3.0,42.5,973.5,14.0,154.0,13.5,662.5,53.0,75.5,1.0,1533.5,1616.0,1026.5,255.0,82.5,253.0,161.5,857.0,14.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,849.5,764.0,1914.0,367.5,412.5,362.5,920.0,189.5,437.0,401.0,993.5,177.0,2
